id,collection,title,artist,rarity,mosaic,year,technique,movement,country,museum,aboutLen,missing
"col-4-los-comedores-de-patatas","col-4","Los comedores de patatas","Van Gogh","epic","yes","1885","óleo, lienzo","posimpresionismo","Países Bajos","Museo van Gogh","420",""
"col-4-la-novena-ola","col-4","La novena ola","Iván Aivazovski","epic","yes","1850","óleo, lienzo","","fallback","Museo Estatal Ruso","421",""
"col-4-el-carro-de-heno","col-4","El carro de heno","John Constable","epic","yes","1821","óleo, lienzo","Romanticismo","Reino Unido","National Gallery de Londres","323",""
"col-4-el-mar-de-hielo","col-4","El mar de hielo","Caspar David Friedrich","epic","yes","1823","óleo, lienzo","Romanticismo","fallback","Kunsthalle de Hamburgo","745",""
"col-4-nighthawks","col-4","Nighthawks","Edward Hopper","epic","yes","1942","óleo, lienzo","Realismo americano","fallback","Instituto de Arte de Chicago","892",""
"col-4-vista-de-delft","col-4","Vista de Delft","Vermeer","rare","yes","1661","óleo, lienzo","pintura del Siglo de oro neerlandés","Países Bajos","","1146",""
"col-4-la-lechera","col-4","La lechera","Vermeer","rare","yes","1660","lienzo, óleo","barroco","Países Bajos","Rijksmuseum","412",""
"col-4-campo-de-trigo","col-4","Campo de trigo","John Constable","rare","yes","1660","óleo, lienzo","pintura del Siglo de oro neerlandés","fallback","Palais des Beaux-Arts de Lille","0",""
"col-4-recuerdo-de-mortefontaine","col-4","Recuerdo de Mortefontaine","Camille Corot","rare","yes","","","","fallback","","0",""
"col-4-el-puente-en-argenteuil","col-4","El puente en Argenteuil","Monet","rare","yes","1874","óleo, lienzo","impresionismo","fallback","Museo de Orsay","318",""
"col-4-los-acantilados-de-etretat","col-4","Los acantilados de Étretat","Monet","rare","yes","1866","óleo, lienzo","realismo","Alemania","Galería de arte de Bremen","359",""
"col-4-la-casa-amarilla","col-4","La casa amarilla","Van Gogh","rare","yes","1888","óleo, lienzo","","Países Bajos","Museo van Gogh","589",""
"col-4-el-rio-hudson","col-4","El río Hudson","Thomas Cole","rare","yes","1825","óleo, lienzo","escuela del río Hudson","Estados Unidos","Museo de Arte Allen Memorial","342",""
"col-4-el-curso-del-imperio-consumacion","col-4","El curso del Imperio: Consumación","Thomas Cole","rare","yes","1842","","","fallback","Galería Nacional de Arte","495",""
"col-4-la-catedral-de-salisbury","col-4","La catedral de Salisbury","Constable","rare","yes","1823","óleo, lienzo","","Reino Unido","Museo de Victoria y Alberto","706",""
"col-4-lluvia-vapor-y-velocidad","col-4","Lluvia, vapor y velocidad","J. M. W. Turner","rare","yes","1843","óleo, lienzo","impresionismo","Reino Unido","National Gallery de Londres","895",""
"col-4-el-temeraire-remolcado-a-dique-seco","col-4","El Temeraire remolcado a dique seco","Turner","epic","yes","1839","óleo, lienzo","Romanticismo","Reino Unido","National Gallery de Londres","771",""
"col-4-la-callejuela","col-3","La callejuela","Vermeer","common","yes","1658","óleo, lienzo","pintura del Siglo de oro neerlandés","Países Bajos","Rijksmuseum","564",""
"col-4-mujer-leyendo-una-carta","col-4","Mujer leyendo una carta","Vermeer","common","yes","1664","óleo, lienzo","pintura del Siglo de oro neerlandés","Países Bajos","Rijksmuseum","545",""
"col-4-acantilados-de-rugen","col-4","Acantilados de Rügen","Friedrich","common","yes","1818","óleo, lienzo","Romanticismo","fallback","Museo Oskar Reinhart","421",""
"col-4-abadia-en-el-robledal","col-4","Abadía en el robledal","Friedrich","common","yes","1809","óleo, lienzo","","fallback","Antigua Galería Nacional de Berlín","893",""
"col-4-manana-en-las-montanas-gigantes-p1","col-4","Mañana en las montañas gigantes","Friedrich","common","yes","1810","óleo, lienzo","Romanticismo","fallback","Altes Palais","799",""
"col-4-manana-en-las-montanas-gigantes-p2","col-4","Mañana en las montañas gigantes","Friedrich","common","yes","1810","óleo, lienzo","Romanticismo","fallback","Altes Palais","799",""
"col-4-tormenta-de-nieve","col-4","Tormenta de nieve","Turner","common","yes","1812","óleo, lienzo","","fallback","Tate Britain","602",""
"col-4-el-incendio-de-la-camara-de-los-lores","col-3","El incendio de la Cámara de los Lores","Turner","common","yes","","","","fallback","","896",""
"col-4-venecia-desde-el-portico","col-4","Venecia desde el pórtico","Turner","common","yes","1835","óleo, lienzo","academicismo","fallback","Museo Metropolitano de Arte","561",""
"col-4-flatford-mill","col-4","Flatford Mill","Constable","common","yes","1821","óleo, lienzo","Romanticismo","Reino Unido","National Gallery de Londres","323",""
"col-4-dedham-vale","col-4","Dedham Vale","Constable","common","yes","1828","óleo, lienzo","","fallback","Galerías nacionales de Escocia","833",""
"col-4-el-viaje-de-la-vida-infancia","col-4","El viaje de la vida: Infancia","Thomas Cole","common","yes","1842","","","fallback","Galería Nacional de Arte","495",""
"col-4-el-viaje-de-la-vida-juventud","col-4","El viaje de la vida: Juventud","Thomas Cole","common","yes","1842","","","fallback","Galería Nacional de Arte","495",""
"col-4-vista-desde-mount-holyoke","col-4","Vista desde Mount Holyoke","Thomas Cole","common","yes","1836","óleo, lienzo","escuela del río Hudson","fallback","Museo Metropolitano de Arte","369",""
"col-4-viento-del-sur-cielo-despejado","col-4","Viento del sur, cielo despejado","Hokusai","common","yes","1830","","","fallback","Museo de Arte de Indianápolis","574",""
"col-4-cascada-de-amida","col-4","Cascada de Amida","Hokusai","common","yes","","","","fallback","","519",""
"col-4-fuji-desde-kajikazawa","col-4","Fuji desde Kajikazawa","Hokusai","common","yes","1831","grabado en madera","","fallback","","388",""
"col-4-lluvia-repentina-sobre-el-puente-shin-oh","col-4","Lluvia repentina sobre el puente Shin-Ōhashi","Hiroshige","common","yes","1856","","ukiyo-e","fallback","","1447",""
"col-4-ciruelos-en-flor-en-kameido","col-4","Ciruelos en flor en Kameido","Hiroshige","common","yes","1857","tinta, papel","","fallback","Chester Beatty Library","403",""
"col-4-nihonbashi-al-amanecer","col-4","Nihonbashi al amanecer","Hiroshige","common","yes","1856","","ukiyo-e","fallback","","897",""
"col-4-paso-de-hakone","col-4","Paso de Hakone","Hiroshige","common","yes","1833","","","fallback","","593",""
"col-4-las-espigadoras","col-4","Las espigadoras","Jean-François Millet","common","yes","1857","óleo, lienzo","pintura del Realismo","Francia","Museo de Orsay","1061",""
"col-4-otono-dorado","col-4","Otoño dorado","Isaac Levitán","common","yes","","","","fallback","","0",""
"col-4-morning-sun","col-4","Morning Sun","Edward Hopper","common","yes","1952","óleo, lienzo","","fallback","Museo de Arte de Columbus","515",""
"col-4-gas-p1","col-4","Gas","Edward Hopper","common","yes","1940","óleo, lienzo","realismo social","Estados Unidos","Museo de Arte Moderno","822",""
"col-4-gas-p2","col-4","Gas","Edward Hopper","common","yes","1940","óleo, lienzo","realismo social","Estados Unidos","Museo de Arte Moderno","822",""
"col-4-snap-the-whip","col-4","Snap the Whip","Winslow Homer","common","yes","1872","óleo, lienzo","","Estados Unidos","Museo Metropolitano de Arte","0",""
"col-4-breezing-up","col-4","Breezing Up","Winslow Homer","common","yes","1873","óleo, lienzo","","Estados Unidos","Galería Nacional de Arte","0",""
"col-4-paseo-a-orillas-del-mar","col-4","Paseo a orillas del mar","Joaquín Sorolla","common","yes","1909","óleo, lienzo","","España","Museo Sorolla","895",""
"col-4-ninos-en-la-playa","col-4","Niños en la playa","Joaquín Sorolla","common","yes","1910","óleo, lienzo","impresionismo","fallback","Museo del Prado","331",""
"col-4-el-angelus","col-4","El Ángelus","Jean-François Millet","common","yes","1858","óleo, lienzo","","fallback","Museo de Orsay","892",""
"col-4-el-sembrador","col-4","El sembrador","Jean-François Millet","common","yes","1850","óleo, lienzo","","fallback","Museo de Bellas Artes de Boston","998",""
"col-5-el-grito","col-5","El grito","Edvard Munch","legendary","yes","1893","","expresionismo","fallback","Galería Nacional de Noruega","839",""
"col-5-composicion-viii","col-5","Composición VIII","Wassily Kandinsky","epic","yes","","","","fallback","","0",""
"col-5-el-beso","col-5","El beso","Gustav Klimt","epic","yes","1907","óleo, pan de oro, lienzo","simbolismo","fallback","Galería Belvedere","656",""
"col-5-broadway-boogie-woogie","col-5","Broadway Boogie Woogie","Piet Mondrian","rare","yes","1942","óleo, lienzo","neoplasticismo","fallback","Museo de Arte Moderno","703",""
"col-5-improvisacion-28","col-5","Improvisación 28","Wassily Kandinsky","rare","yes","","","","fallback","","0",""
"col-5-la-danza","col-5","La danza","Henri Matisse","rare","yes","1910","óleo, lienzo","","fallback","Museo del Hermitage","386",""
"col-5-la-ciudad-que-emerge","col-5","La ciudad que emerge","Umberto Boccioni","rare","yes","1910","óleo, lienzo","futurismo","fallback","Museo de Arte Moderno","140",""
"col-5-composicion-con-rojo-azul-y-amarillo","col-5","Composición con rojo; azul y amarillo","Piet Mondrian","rare","yes","1930","óleo, lienzo","neoplasticismo","fallback","Kunsthaus Zürich","853",""
"col-5-amarillo-rojo-azul","col-5","Amarillo-Rojo-Azul","Wassily Kandinsky","common","yes","","","","fallback","","0",""
"col-5-composicion-vii-p1","col-5","Composición VII","Wassily Kandinsky","common","yes","1913","óleo, lienzo","expresionismo","fallback","Galería Tretiakov","300",""
"col-5-composicion-vii-p2","col-5","Composición VII","Wassily Kandinsky","common","yes","1913","óleo, lienzo","expresionismo","fallback","Galería Tretiakov","300",""
"col-5-circulos-en-un-circulo","col-5","Círculos en un círculo","Wassily Kandinsky","common","yes","","","","fallback","","0",""
"col-5-arbol-gris","col-5","Árbol gris","Piet Mondrian","common","yes","1911","óleo, lienzo","","Países Bajos","Kunstmuseum Den Haag","731",""
"col-5-muelle-y-oceano","col-5","Muelle y océano","Piet Mondrian","common","yes","1915","óleo, lienzo","","fallback","Museo Kröller-Müller","767",""
"col-5-potsdamer-platz","col-5","Potsdamer Platz","Ernst Ludwig Kirchner","common","yes","1914","óleo, lienzo","","fallback","Nueva Galería Nacional de Berlín","1202",""
"col-5-la-habitacion-roja","col-5","La habitación roja","Henri Matisse","rare","yes","1907","óleo, lienzo","fovismo","fallback","Museo del Hermitage","544",""
"col-5-mujer-con-sombrero","col-5","Mujer con sombrero","Henri Matisse","common","yes","1905","óleo, lienzo","fovismo","fallback","Museo de Arte Moderno de San Francisco","888",""
"col-5-ventana-abierta-en-collioure","col-5","Ventana abierta en Collioure","Henri Matisse","common","yes","1905","óleo, lienzo","fovismo","Estados Unidos","Galería Nacional de Arte","832",""
"col-5-lujo-calma-y-voluptuosidad","col-5","Lujo; calma y voluptuosidad","Henri Matisse","common","yes","1904","óleo, lienzo","puntillismo","fallback","Museo de Orsay","371",""
"col-5-castillo-y-sol","col-5","Castillo y sol","Paul Klee","common","yes","","","","fallback","","0",""
"col-5-senecio","col-5","Senecio","Paul Klee","common","yes","","","","fallback","","457",""
"col-5-la-maquina-del-gorjeo-twittering-machine","col-5","La máquina del gorjeo (Twittering Machine)","Paul Klee","common","yes","1922","","","fallback","Museo de Arte Moderno","897",""
"col-5-caballos-azules","col-5","Caballos azules","Franz Marc","common","yes","1914","óleo, lienzo","expresionismo","fallback","Antigua Galería Nacional de Berlín","460",""
"col-5-tigre","col-5","Tigre","Franz Marc","common","yes","","","","fallback","","1449",""
"col-5-retrato-de-adele-bloch-bauer-i","col-5","Retrato de Adele Bloch-Bauer I","Gustav Klimt","unique","yes","1907","óleo, lienzo, oro, plata, pan de oro","modernismo","fallback","Neue Galerie","486",""
"col-5-cuadrado-negro","col-5","Cuadrado negro","Kazimir Malévich","legendary","yes","1915","óleo, lienzo","suprematismo","Rusia","Galería Tretiakov","585",""
"col-5-madonna","col-5","Madonna","Edvard Munch","epic","yes","1894","","","Noruega","Galería Nacional de Noruega","608",""
"col-5-el-sueno","col-5","El sueño","Henri Rousseau","epic","yes","1910","óleo, lienzo","Arte naíf","fallback","Museo de Arte Moderno","897",""
"col-5-judith-y-la-cabeza-de-holofernes","col-5","Judith y la cabeza de Holofernes","Gustav Klimt","epic","yes","1909","óleo, lienzo","","fallback","Ca' Pesaro","571",""
"col-5-danae","col-5","Dánae","Gustav Klimt","rare","yes","1907","óleo, lienzo","simbolismo","fallback","Museo Leopold","492",""
"col-5-la-danza-de-la-vida-p1","col-5","La danza de la vida","Edvard Munch","rare","yes","2000","óleo, lienzo","expresionismo","fallback","Museo Nacional de Arte, Arquitectura y Diseño","739",""
"col-5-la-danza-de-la-vida-p2","col-5","La danza de la vida","Edvard Munch","rare","yes","2000","óleo, lienzo","expresionismo","fallback","Museo Nacional de Arte, Arquitectura y Diseño","739",""
"col-5-vampiro","col-5","Vampiro","Edvard Munch","rare","yes","1893","óleo, lienzo","expresionismo","fallback","Museo Munch","824",""
"col-5-la-gitana-dormida","col-5","La gitana dormida","Henri Rousseau","rare","yes","1897","óleo, lienzo","Arte naíf","fallback","Museo de Arte Moderno","407",""
"col-5-la-vaca-amarilla","col-5","La vaca amarilla","Franz Marc","rare","yes","1911","óleo, lienzo","","fallback","Museo Solomon R. Guggenheim","885",""
"col-5-la-muerte-y-la-doncella","col-5","La muerte y la doncella","Egon Schiele","rare","yes","1915","óleo, lienzo","expresionismo","fallback","Galería Belvedere","897",""
"col-5-blanco-sobre-blanco","col-5","Blanco sobre blanco","Kazimir Malévich","rare","yes","1918","óleo, lienzo","","Estados Unidos","Museo de Arte Moderno","443",""
"col-5-el-nino-enfermo","col-5","El niño enfermo","Edvard Munch","common","yes","1885","óleo, lienzo","","fallback","Museo de Bellas Artes de Gotemburgo","896",""
"col-5-pubertad","col-5","Pubertad","Edvard Munch","common","yes","1895","óleo, lienzo","","fallback","Galería Nacional de Noruega","1060",""
"col-5-ansiedad","col-5","Ansiedad","Edvard Munch","common","yes","1894","óleo, lienzo","expresionismo","fallback","Museo Munch","890",""
"col-5-atardecer-en-karl-johan","col-5","Atardecer en Karl Johan","Edvard Munch","common","yes","1892","óleo, lienzo","","fallback","Art Museums of Bergen","778",""
"col-5-retrato-de-emilie-floge","col-5","Retrato de Emilie Flöge","Gustav Klimt","common","yes","1917","óleo, lienzo","","fallback","Museo Leopold","721",""
"col-5-las-tres-edades-de-la-mujer","col-5","Las tres edades de la mujer","Gustav Klimt","common","yes","1905","óleo, lienzo","","fallback","Galería Nacional de Arte Moderno","306",""
"col-5-la-virgen","col-5","La virgen","Gustav Klimt","common","yes","1913","óleo, lienzo","","fallback","Trade Fair Palace","425",""
"col-5-ad-parnassum","col-5","Ad Parnassum","Paul Klee","common","yes","1932","témpera, lino textil","","fallback","Museo de Bellas Artes de Berna","0",""
"col-5-pez-magico","col-5","Pez mágico","Paul Klee","common","yes","1925","óleo, acuarela, lienzo, tabla","","fallback","Museo de Arte de Filadelfia","236",""
"col-5-zorros","col-5","Zorros","Franz Marc","common","yes","1913","óleo, lienzo","","fallback","Museo Palacio de Arte de Düsseldorf","388",""
"col-5-ciervos-en-el-bosque","col-5","Ciervos en el bosque","Franz Marc","common","yes","1913","óleo, lienzo","El Jinete Azul","fallback","Museo de Arte de Basilea","893",""
"col-5-elasticidad","col-5","Elasticidad","Umberto Boccioni","common","yes","","","","fallback","","72",""
"col-5-impresion-iii-concierto","col-5","Impresión III (Concierto)","Wassily Kandinsky","common","yes","","","","fallback","","0",""
"col-5-el-abrazo","col-5","El abrazo","Egon Schiele","common","yes","1915","óleo, lienzo","expresionismo","fallback","","897",""
"col-5-el-encantador-de-serpientes-p1","col-5","El encantador de serpientes","Henri Rousseau","common","yes","1910","óleo, lienzo","Arte naíf","fallback","Museo de Arte Moderno","897",""
"col-5-el-encantador-de-serpientes-p2","col-5","El encantador de serpientes","Henri Rousseau","common","yes","1910","óleo, lienzo","Arte naíf","fallback","Museo de Arte Moderno","897",""
"col-6-la-gran-ola-de-kanagawa","col-6","La gran ola de Kanagawa","Katsushika Hokusai","unique","yes","1900","papel, azul de Prusia","","Japan","Museo Nacional de Tokio","848",""
"col-6-wind-god-and-thunder-god-screens-p1","col-6","Wind God and Thunder God Screens","Tawaraya Sōtatsu","legendary","yes","","","","Japan","Museo Nacional de Kioto","328",""
"col-6-wind-god-and-thunder-god-screens-p2","col-6","Wind God and Thunder God Screens","Tawaraya Sōtatsu","legendary","yes","","","","Japan","Museo Nacional de Kioto","328",""
"col-6-red-and-white-plum-blossoms-p1","col-6","Red and White Plum Blossoms","Ogata Kōrin","epic","yes","1715","","","Japan","MOA","0",""
"col-6-red-and-white-plum-blossoms-p2","col-6","Red and White Plum Blossoms","Ogata Kōrin","epic","yes","1715","","","Japan","MOA","0",""
"col-6-lirios-p1","col-6","Lirios","Ogata Kōrin","rare","yes","","","Escuela Rinpa","Japan","Nezu Art Museum","895",""
"col-6-lirios-p2","col-6","Lirios","Ogata Kōrin","rare","yes","","","Escuela Rinpa","Japan","Nezu Art Museum","895",""
"col-6-pine-trees-p1","col-6","Pine Trees","Hasegawa Tōhaku","rare","yes","1600","madera, tinta, papel","Hasegawa school","Japan","Museo Nacional de Tokio","897",""
"col-6-pine-trees-p2","col-6","Pine Trees","Hasegawa Tōhaku","rare","yes","1600","madera, tinta, papel","Hasegawa school","Japan","Museo Nacional de Tokio","897",""
"col-6-cipreses-p1","col-6","Cipreses","Kanō Eitoku","rare","yes","","","","Japan","","0",""
"col-6-cipreses-p2","col-6","Cipreses","Kanō Eitoku","rare","yes","","","","Japan","","0",""
"col-6-cipreses-p3","col-6","Cipreses","Kanō Eitoku","rare","yes","","","","Japan","","0",""
"col-6-takiyasha-the-witch-and-the-skeleton-spe-p1","col-6","Takiyasha the Witch and the Skeleton Spectre","Utagawa Kuniyoshi","common","yes","1844","","","Japan","","674",""
"col-6-takiyasha-the-witch-and-the-skeleton-spe-p2","col-6","Takiyasha the Witch and the Skeleton Spectre","Utagawa Kuniyoshi","common","yes","1844","","","Japan","","674",""
"col-6-takiyasha-the-witch-and-the-skeleton-spe-p3","col-6","Takiyasha the Witch and the Skeleton Spectre","Utagawa Kuniyoshi","common","yes","1844","","","Japan","","674",""
"col-6-tres-bellezas-de-nuestro-tiempo","col-6","Tres bellezas de nuestro tiempo","Kitagawa Utamaro","common","yes","","","","Japan","","0",""
"col-6-el-valle-de-mexico-desde-el-cerro-de-san","col-6","El Valle de México desde el cerro de Santa Isabel","José María Velasco","epic","yes","1877","óleo, lienzo","","Mexico","Instituto Nacional de Bellas Artes y Literatura","492",""
"col-6-el-cactus","col-6","El cactus","José María Velasco","rare","yes","","","","Mexico","","0",""
"col-6-el-suplicio-de-cuauhtemoc","col-6","El suplicio de Cuauhtémoc","Leandro Izaguirre","rare","yes","1893","óleo, lienzo","","Mexico","Museo Nacional de Arte","0",""
"col-6-la-ofrenda","col-6","La ofrenda","Saturnino Herrán","rare","yes","1913","óleo, lienzo","costumbrismo","Mexico","Museo Nacional de Arte","562",""
"col-6-bodegon-con-alacran-y-rana","col-6","Bodegón con alacrán y rana","Hermenegildo Bustos","common","yes","","","","Mexico","","0",""
"col-6-fray-bartolome-de-las-casas","col-6","Fray Bartolomé de las Casas","Félix Parra","common","yes","1875","óleo, lienzo","","Mexico","Museo Nacional de Arte","1422",""
"col-6-la-criolla-del-mango","col-6","La criolla del mango","Saturnino Herrán","common","yes","1916","óleo, lienzo","","Mexico","Museo de Aguascalientes","0",""
"col-6-el-costeno","col-6","El costeño","José Agustín Arrieta","common","yes","1845","óleo, lienzo","","Mexico","Sociedad Hispánica de América","427",""
"col-6-la-critica","col-6","La crítica","Julio Ruelas","common","yes","","","","Mexico","","0",""
"col-6-retrato-de-dona-dolores-tosta","col-6","Retrato de doña Dolores Tosta","Juan Cordero","common","yes","1855","óleo, lienzo","","Mexico","Museo Nacional de Arte","0",""
"col-6-independencia-o-muerte","col-6","Independencia o Muerte","Pedro Américo","legendary","yes","1888","óleo, lienzo","arte académico en Brasil","Brazil","Museo Paulista","886",""
"col-6-moema","col-6","Moema","Victor Meirelles","epic","yes","1866","óleo, lienzo","pintura romántica","Brazil","Museo de Arte de São Paulo","302",""
"col-6-la-primera-misa-en-brasil","col-6","La primera misa en Brasil","Victor Meirelles","rare","yes","","","","Brazil","","0",""
"col-6-batalha-do-avai","col-6","Batalha do Avaí","Pedro Américo","rare","yes","1874","óleo, lienzo","","Brazil","Museu Nacional de Belas Artes","0",""
"col-6-caipira-picando-fumo","col-6","Caipira picando fumo","Almeida Júnior","rare","yes","1893","óleo, lienzo","","Brazil","Pinacoteca del Estado de São Paulo","0",""
"col-6-o-violeiro","col-6","O Violeiro","Almeida Júnior","common","yes","1899","óleo, lienzo","","Brazil","Pinacoteca del Estado de São Paulo","0",""
"col-6-a-carioca","col-6","A Carioca","Pedro Américo","common","yes","1882","óleo","","Brazil","Museu Nacional de Belas Artes","0",""
"col-6-maraba","col-6","Marabá","Rodolfo Amoedo","common","yes","1882","óleo, lienzo","pintura romántica","Brazil","Museu Nacional de Belas Artes","992",""
"col-6-arrufos","col-6","Arrufos","Belmiro de Almeida","common","yes","1887","óleo, lienzo","pintura romántica","Brazil","Museu Nacional de Belas Artes","0",""
"col-6-combate-naval-do-riachuelo","col-6","Combate Naval do Riachuelo","Victor Meirelles","common","yes","1882","óleo, lienzo","","Brazil","Museo Histórico Nacional","0",""
"col-6-sin-pan-y-sin-trabajo","col-6","Sin pan y sin trabajo","Ernesto de la Cárcova","epic","yes","1894","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","739",""
"col-6-la-vuelta-del-malon","col-6","La vuelta del malón","Ángel Della Valle","epic","yes","1892","óleo, lienzo","naturalismo","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-despues-de-la-batalla-de-curupayti","col-6","Después de la batalla de Curupaytí","Cándido López","rare","yes","1866","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","1264",""
"col-6-la-sopa-de-los-pobres","col-6","La sopa de los pobres","Reinaldo Giudici","rare","yes","1884","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-el-despertar-de-la-criada","col-6","El despertar de la criada","Eduardo Sívori","rare","yes","1887","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-un-alto-en-la-pulperia","col-6","Un alto en la pulpería","Prilidiano Pueyrredón","common","yes","1860","óleo, tabla","","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-la-lavandera","col-6","La lavandera","Prilidiano Pueyrredón","common","yes","1850","acuarela, papel","","Argentina","Museo Nacional de Bellas Artes","1089",""
"col-6-retrato-de-manuelita-rosas","col-6","Retrato de Manuelita Rosas","Prilidiano Pueyrredón","common","yes","1851","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-los-mantones-de-manila","col-6","Los mantones de Manila","Fernando Fader","common","yes","1914","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","0",""
"col-6-nocturno","col-6","Nocturno","Martín Malharro","common","yes","1910","óleo, lienzo","","Argentina","Museo Nacional de Bellas Artes","86",""
"col-6-la-perla-del-mercader","col-6","La perla del mercader","Alfredo Valenzuela Puelma","epic","yes","1884","óleo","","Chile","Museo Nacional de Bellas Artes","891",""
"col-6-la-fundacion-de-santiago","col-6","La fundación de Santiago","Pedro Lira","rare","yes","","óleo, lienzo","","Chile","Museo Nacional de Bellas Artes","609",""
"col-6-combate-naval-de-iquique","col-6","Combate naval de Iquique","Thomas Somerscales","rare","yes","1850","","","Chile","","1314",""
"col-6-carta-de-amor","col-6","Carta de amor","Pedro Lira","rare","yes","","","","Chile","","1366",""
"col-6-zamacueca","col-6","Zamacueca","Manuel Antonio Caro","common","yes","","","","Chile","","0",""
"col-6-el-huaso-y-la-lavandera","col-6","El huaso y la lavandera","Mauricio Rugendas","common","yes","1835","óleo","","Chile","Museo Nacional de Bellas Artes","0",""
"col-6-calle-de-limache","col-6","Calle de Limache","Juan Francisco González","common","yes","","óleo, lienzo","","Chile","Museo Nacional de Bellas Artes","0",""
"col-6-las-playeras","col-6","Las playeras","Celia Castro","common","yes","","","","Chile","","0",""
"col-6-la-sevillana","col-6","La Sevillana","Alfredo Valenzuela Puelma","common","yes","","","","Chile","","0",""
"col-6-coqueteria","col-6","Coquetería","Alfredo Valenzuela Puelma","common","yes","1890","óleo, lienzo","","Chile","Museo Nacional de Bellas Artes","0",""
"col-6-paisaje-de-invierno","col-6","Paisaje de invierno","Sesshū Tōyō","rare","yes","1665","lienzo, óleo","","Japan","Rijksmuseum","0",""
"col-6-gallo-y-gallina-con-hortensias","col-6","Gallo y gallina con hortensias","Itō Jakuchū","common","yes","","","","Japan","","0",""
